Country,Year,Population,GDP,GDP_Growth,GDP_Per_Capita,Medal,Athelets,Continent,Status,Income
Sweden,2000,8873614.5,3.39E+11,4.0075,38250.5,12,149,Europe,Developed,High income
Switzerland,2000,7104768.25,4E+11,2.3325,56279.75,9,102,Europe,Developed,High income
Syria,2000,15799933.75,1.51E+11,-5.2075,9545.75,0,8,Asia,Developing,Low income
Tajikistan,2000,6075448,7121341607,3.1825,1171,0,4,Asia,Developing,Low income
Tanzania,2000,32324617.75,44246879988,1.7025,1367.75,0,4,Africa,Developing,Low income
Thailand,2000,61920724.75,5.97E+11,-1.475,9644,3,52,Asia,Developing,Upper middle income
Timor-Leste,2000,871474.25,2350662138,-4.935,2701.25,0,0,Asia,Developing,Lower middle income
Togo,2000,4705814.25,6307118966,0.28,1341.75,0,3,Africa,Developing,Low income
Tonga,2000,97273.5,478751370,1.62,4921.25,0,3,Oceania,Developing,Upper middle income
Trinidad and Tobago,2000,1263155.75,19351966575,7.44,15317.5,2,19,Americas,Developing,High income
Tunisia,2000,9556728.75,66084417946,4.0325,6911.25,0,47,Africa,Developing,Lower middle income
Turkey,2000,61807455.75,9.41E+11,1.8175,15231.75,5,57,Asia,Developing,Upper middle income
Turkmenistan,2000,4437715.75,18378993507,3.0825,4136,0,8,Asia,Developing,Upper middle income
Tuvalu,2000,9349,30896404.75,5.55,3304.5,0,0,Oceania,Developing,Upper middle income
Uganda,2000,22637186,27569590201,2.26,1217,0,13,Africa,Developing,Low income
Ukraine,2000,49515150,3.4E+11,1.1475,6860.75,23,230,Europe,Developed,Lower middle income
United Arab Emirates,2000,2896167.75,1.89E+11,5.215,65142,0,4,Asia,Developing,High income
United Kingdom,2000,58614114,2.14E+12,3.27,36420.75,28,302,Europe,Developed,High income
United States,2000,276787001.3,1.33E+13,3.2525,47867.75,93,575,Americas,Developed,High income
Uruguay,2000,3297237.5,44739894175,1.7325,13569.25,1,15,Americas,Developing,High income
Uzbekistan,2000,24214627.5,64891390441,2.865,2678.25,4,70,Asia,Developing,Lower middle income
Vanuatu,2000,179781.75,547348354,1.185,3044.25,0,3,Oceania,Developing,Lower middle income
Venezuela,2000,23514648.5,3.87E+11,-0.285,16474.75,0,50,Americas,Developing,Upper middle income
Vietnam,2000,78548801.5,2.17E+11,5.065,2760.5,1,7,Asia,Developing,Lower middle income
Yemen,2000,16689052.5,78108765812,2.24,4676.5,0,2,Asia,Developing,Low income
Zambia,2000,10005147.5,19728300298,0.2225,1971.75,0,8,Africa,Developing,Lower middle income
Zimbabwe,2000,11776134.25,42120859700,-0.31,3577,0,16,Africa,Developing,Lower middle income
Afghanistan,2004,23153831.5,24500829896,27.4275,1047.25,0,5,Asia,Developing,Low income
Albania,2004,3119698.5,21850250572,6.51,7005.25,0,7,Europe,Developed,Upper middle income
Algeria,2004,32065733.75,3.04E+11,3.6725,9479.25,0,61,Africa,Developing,Upper middle income
Andorra,2004,71705.5,2702334181,3.555,37591,0,6,Europe,Developed,High income
Angola,2004,17836196.5,53903628787,11.135,3007.75,0,30,Africa,Developing,Lower middle income
Antigua and Barbuda,2004,78792,1400287218,0.6825,17763,0,5,Americas,Developing,High income
Argentina,2004,37884305.75,6.43E+11,-0.435,16970.5,6,150,Americas,Developing,Upper middle income
Armenia,2004,3025828.75,16508325082,12.46,5460.5,0,18,Asia,Developing,Upper middle income
Australia,2004,19524964.75,7.83E+11,1.9725,40105.25,50,460,Oceania,Developed,High income
Austria,2004,8156205.75,3.89E+11,1.145,47725,7,70,Europe,Developed,High income
Azerbaijan,2004,8321182.75,42090728952,8.84,5053,5,36,Asia,Developing,Upper middle income
Bahamas,2004,310572.75,12591815192,-0.4575,40554.5,2,22,Americas,Developing,High income
Bahrain,2004,760311,36239243486,-0.8875,47674,0,10,Asia,Developing,High income
Bangladesh,2004,133586203.3,2.77E+11,2.89,2076,0,4,Asia,Developing,Lower middle income
Barbados,2004,273882.75,4091490316,0.1575,14938.25,0,10,Americas,Developing,High income
Belarus,2004,9713298.5,92064720852,7.745,9484.75,13,151,Europe,Developed,Upper middle income
Belgium,2004,10395763,4.61E+11,1.435,44375.25,3,50,Europe,Developed,High income
Belize,2004,265849.75,1854045698,2.9725,6965.5,0,2,Americas,Developing,Upper middle income
Benin,2004,7410671.75,19084650732,1.35,2574.5,0,4,Africa,Developing,Low income
Bhutan,2004,621579.25,2974906309,6.205,4779.5,0,2,Asia,Developing,Lower middle income
Bolivia,2004,8824482.5,48374378331,0.8675,5480.25,0,7,Americas,Developing,Lower middle income
Bosnia and Herzegovina,2004,3760319,30117730974,4.8575,8009,0,9,Europe,Developed,Upper middle income
Botswana,2004,1719807.75,20308428838,1.575,11801.75,0,11,Africa,Developing,Upper middle income
Brazil,2004,180637324.3,2.15E+12,1.525,11872.5,10,235,Americas,Developing,Upper middle income
Brunei,2004,349885.75,24701448517,0.58,70589.25,0,1,Asia,Developing,High income
Bulgaria,2004,7836469.5,94661677358,6.855,12087.75,12,95,Europe,Developed,Upper middle income
Burkina Faso,2004,12480721.5,17427458813,2.795,1395.25,0,5,Africa,Developing,Low income
Burundi,2004,6817628.25,5602804779,-0.295,822,0,7,Africa,Developing,Low income
Cambodia,2004,12741444,26819376314,4.34,2103,0,4,Asia,Developing,Lower middle income
Cameroon,2004,16586676.5,47833491096,2.2275,2881.5,1,17,Africa,Developing,Lower middle income
Canada,2004,31340467,1.22E+12,2.11,38881,12,256,Americas,Developed,High income
Central African Republic,2004,3841303.25,4010262098,0.0425,1044.5,0,4,Africa,Developing,Low income
Chad,2004,9201487.25,10449830825,12.74,1128.5,0,1,Africa,Developing,Low income
Chile,2004,15766286.5,2.64E+11,3.315,16766.5,3,22,Americas,Developing,High income
China,2004,1311217541,5.56E+12,8.69,4238.5,63,351,Asia,Developing,Upper middle income
Colombia,2004,41172786,3.85E+11,1.8225,9347.25,2,53,Americas,Developing,Upper middle income
Comoros,2004,576454.5,1624918259,-0.2625,2819,0,3,Africa,Developing,Lower middle income
Costa Rica,2004,4131051.25,54116532292,2.19,13094,0,20,Americas,Developing,Upper middle income
Croatia,2004,4394165.25,92892043189,5.59,21142.5,5,81,Europe,Developed,High income
Cuba,2004,11210973.5,56959363701,3.2875,5080.25,27,151,Americas,Developing,Upper middle income
Cyprus,2004,985303.5,34522622504,2.5975,35020,0,20,Asia,Developed,High income
Czech Republic,2004,10250464.5,2.77E+11,3.3975,27062.5,9,136,Europe,Developed,High income
Denmark,2004,5380144.75,2.67E+11,0.7825,49670,8,84,Europe,Developed,High income
Djibouti,2004,752801,1982827186,3.6825,2631,0,0,Africa,Developing,Lower middle income
Dominica,2004,70000,680798250.5,1.36,9724.75,0,2,Americas,Developing,Upper middle income
Dominican Republic,2004,8787083.5,83607988320,0.5825,9514.75,1,33,Americas,Developing,Upper middle income
Ecuador,2004,13256048.25,1.15E+11,2.95,8674.25,0,16,Americas,Developing,Upper middle income
Egypt,2004,72158970.25,5.77E+11,1.39,7991.25,5,96,Africa,Developing,Lower middle income
El Salvador,2004,5976754,39755272013,0.65,6651.5,0,7,Americas,Developing,Lower middle income
Equatorial Guinea,2004,673417.25,15425933854,27.0825,22723,0,2,Africa,Developing,Upper middle income
Eritrea,2004,2544140.25,7013746628,-1.635,2763.5,1,4,Africa,Developing,Low income
Estonia,2004,1377737.5,29377413807,7.4475,21336.5,3,42,Europe,Developed,High income
Ethiopia,2004,71177900.25,53976573275,2.345,758,7,26,Africa,Developing,Low income
Fiji,2004,815780.5,8261867930,2.6575,10127,0,8,Oceania,Developing,Upper middle income
Finland,2004,5220781,2.2E+11,2.3225,42077.5,2,53,Europe,Developed,High income
France,2004,60034282,2.44E+12,0.9575,40710,33,307,Europe,Developed,High income
Gabon,2004,1305013,21015697285,-1.225,16110.75,0,5,Africa,Developing,Upper middle income
Gambia,2004,1427695.5,3251087193,0.8575,2276.5,0,2,Africa,Developing,Low income
Georgia,2004,4255073.75,25168101230,7.78,5918.25,4,32,Asia,Developing,Upper middle income
Germany,2004,81562465.75,3.55E+12,0.395,43496.5,49,427,Europe,Developed,High income
Ghana,2004,20506485.25,59063233676,2.2775,2878,0,26,Africa,Developing,Lower middle income
Greece,2004,11192656.75,3.66E+11,4.3675,32666.75,16,422,Europe,Developed,High income
Grenada,2004,103806.75,1255388172,2.1825,12091.5,0,5,Americas,Developing,Upper middle income
Guatemala,2004,12357800,81494215531,0.6775,6593.25,0,18,Americas,Developing,Upper middle income
Guinea,2004,8670496.25,15314830034,1.065,1766,0,3,Africa,Developing,Low income
Guinea-Bissau,2004,1269587,2119718877,-1.0975,1670.25,0,0,Africa,Developing,Low income
Guyana,2004,745218.5,5993863289,1.12,8043,0,4,Americas,Developing,Upper middle income
Haiti,2004,8827537,23113649600,-0.985,2618.75,0,8,Americas,Developing,Low income
Honduras,2004,7017613.75,29653683216,1.68,4222.75,0,5,Americas,Developing,Lower middle income
Hungary,2004,10154139.75,2.22E+11,4.6975,21824.75,17,206,Europe,Developed,High income
Iceland,2004,286824,12222556704,2.745,42599.75,0,26,Europe,Developed,High income
India,2004,1102365973,3.11E+12,4.3425,2819.75,1,73,Asia,Developing,Lower middle income
Indonesia,2004,218845087,1.34E+12,3.085,6108.75,4,30,Asia,Developing,Lower middle income
Iran,2004,67702034.5,7.42E+11,3.995,10955.25,6,37,Asia,Developing,Upper middle income
Iraq,2004,25274610.25,1.36E+11,16.81,5354.75,0,24,Asia,Developing,Upper middle income
Ireland,2004,3947114,2.06E+11,3.48,52230.5,0,46,Europe,Developed,High income
Israel,2004,6226218.75,1.9E+11,-0.675,30499,2,36,Asia,Developed,High income
Italy,2004,57392669.75,2.53E+12,0.6125,44061.5,32,363,Europe,Developed,High income
Jamaica,2004,2700501,26072267076,1.4175,9653,5,47,Americas,Developing,Upper middle income
Japan,2004,127967362.5,4.63E+12,0.8825,36181,37,300,Asia,Developed,High income
Jordan,2004,5387279.75,51334253876,3.7,9519,0,8,Asia,Developing,Upper middle income
Kazakhstan,2004,15059113,2.02E+11,10.315,13422.75,8,114,Asia,Developing,Upper middle income
Kenya,2004,34228590.75,98180229089,0.3275,2868.25,7,46,Africa,Developing,Lower middle income
Kiribati,2004,88122.5,188016133.8,-1.0675,2133.75,0,3,Oceania,Developing,Lower middle income
Kuwait,2004,2150597,1.29E+11,5.7775,59786,0,11,Asia,Developing,High income
Kyrgyz Republic,2004,5001712.5,16670369281,3.7625,3332,0,29,Asia,Developing,Lower middle income
Latvia,2004,2318996,36781682338,8.8025,15881.25,4,32,Europe,Developed,High income
Lebanon,2004,4282739.75,60757063408,-0.125,14189.25,0,5,Asia,Developing,Upper middle income
Lesotho,2004,2022469.5,3520957897,2.975,1741.5,0,3,Africa,Developing,Lower middle income
Liberia,2004,3047841,4366119255,-7.5125,1437.5,0,2,Africa,Developing,Low income
Libya,2004,5576263.5,94291123906,2.0525,16894.75,0,8,Africa,Developing,Upper middle income
Lithuania,2004,3428475.25,58363779181,8.565,17040.25,3,59,Europe,Developed,High income
Luxembourg,2004,445765.75,44681815342,1.6525,100218.75,0,10,Europe,Developed,High income
Madagascar,2004,17027046.5,25962421263,-0.9,1525.75,0,8,Africa,Developing,Low income
Malawi,2004,11861921,8890404870,-0.515,749,0,4,Africa,Developing,Low income
Malaysia,2004,24451743.5,4.04E+11,2.485,16524.25,0,22,Asia,Developing,Upper middle income
Maldives,2004,298610,4110963439,2.9525,13737,0,4,Asia,Developing,Upper middle income
Mali,2004,11810065.75,22093198377,4.0675,1869.5,0,21,Africa,Developing,Low income
Malta,2004,399680.5,11096963362,0.6875,27761.5,0,7,Europe,Developed,High income
Marshall Islands,2004,52930,189445986,0.6875,3580.5,0,0,Oceania,Developing,Upper middle income
Mauritania,2004,2819224.5,12042726672,0.2375,4269.25,0,2,Africa,Developing,Lower middle income
Mauritius,2004,1205094,15322774256,3.07,12711.75,0,9,Africa,Developing,Upper middle income
Mexico,2004,102394717.5,1.78E+12,-0.1575,17425,4,109,Americas,Developing,Upper middle income
Moldova,2004,4176640.75,25233386225,7.24,6042.25,0,33,Europe,Developed,Lower middle income
Monaco,2004,32980.25,1893506599,0.98,57407.25,0,3,Europe,Developed,High income
Mongolia,2004,2457003.5,11475737305,13.235,4663,1,20,Asia,Developing,Lower middle income
Montenegro,2004,613939.75,7954333047,2.125,12955.75,0,0,Europe,Developed,Upper middle income
Morocco,2004,29619792,1.44E+11,4.05,4857.25,3,55,Africa,Developing,Lower middle income
Mozambique,2004,19056919.25,14153770231,5.9,741.5,0,4,Africa,Developing,Low income
Myanmar,2004,47910169.5,68903078068,11.61,1436.25,0,2,Asia,Developing,Lower middle income
Namibia,2004,1865509,13274713272,4.015,7109,0,8,Africa,Developing,Upper middle income
Nauru,2004,10054.25,60220111,-5.8025,5985.25,0,3,Oceania,Developing,Upper middle income
Nepal,2004,24893238.75,46927170914,1.85,1884.5,0,6,Asia,Developing,Low income
Netherlands,2004,16154149.5,7.8E+11,0.6125,48282,22,210,Europe,Developed,High income
New Zealand,2004,3993409.5,1.41E+11,2.6825,35221.5,5,148,Oceania,Developed,High income
Nicaragua,2004,5255434,21379721052,1.44,4067,0,5,Americas,Developing,Lower middle income
Niger,2004,12428812.25,11903712876,-0.06,958.25,0,4,Africa,Developing,Low income
Nigeria,2004,130302794.8,4.37E+11,11.8575,3338.5,2,66,Africa,Developing,Lower middle income
North Korea,2004,23436902.25,46494874811,1.43,1983.5,5,36,Asia,Developing,Low income
Norway,2004,4559365.5,2.7E+11,1.535,59185.25,6,44,Europe,Developed,High income
Oman,2004,2365376.75,78730528167,-1.3675,33312.5,0,2,Asia,Developing,High income
Pakistan,2004,151321543,5.11E+11,2.3675,3376.25,0,26,Asia,Developing,Lower middle income
Palau,2004,19676.25,282627380.5,1.9025,14363.75,0,4,Oceania,Developing,High income
Palestine,2004,3409314.25,13342081838,0.9225,3909.25,0,3,Asia,Developing,Lower middle income
Panama,2004,3179312,46800207510,1.685,14711.25,0,4,Americas,Developing,High income
Papua New Guinea,2004,6162718.25,17061327963,-0.9275,2768.75,0,4,Oceania,Developing,Lower middle income
Paraguay,2004,5580984.75,46462668668,0.0225,8323.5,1,22,Americas,Developing,Upper middle income
Peru,2004,27224174,1.84E+11,2.6875,6757.75,0,12,Americas,Developing,Upper middle income
Philippines,2004,82200160.75,3.84E+11,2.465,4665.25,0,16,Asia,Developing,Lower middle income
Poland,2004,38464899.75,6.65E+11,2.995,17298.25,10,194,Europe,Developed,High income
Portugal,2004,10406997.5,3.21E+11,0.425,30821.75,3,81,Europe,Developed,High income
Qatar,2004,672752,60066030934,2.085,89099.75,0,15,Asia,Developing,High income
Romania,2004,21785231.25,3.12E+11,7.125,14318.75,19,108,Europe,Developed,Upper middle income
Russia,2004,144934489.5,2.46E+12,6.5375,16990.25,90,443,Europe,Developed,Upper middle income
Rwanda,2004,8473971.75,8460163120,5.4225,997.25,0,5,Africa,Developing,Low income
Samoa,2004,176970.5,959655088.5,4.4925,5421,0,3,Oceania,Developing,Upper middle income
San Marino,2004,28374,2207610364,2.23,77783,0,5,Europe,Developed,High income
Sao Tome and Principe,2004,149087.75,398016209.8,1.9475,2668,0,2,Africa,Developing,Lower middle income
Saudi Arabia,2004,22149324.75,6.76E+11,6.2175,30435,0,16,Asia,Developing,High income
Senegal,2004,10417838,25812021843,1.91,2476,0,15,Africa,Developing,Lower middle income
Serbia,2004,9323027,97900180017,6.8575,10506,0,0,Europe,Developed,Upper middle income
Seychelles,2004,84921.25,1507123310,-2.875,17761.75,0,9,Africa,Developing,High income
Sierra Leone,2004,5088727,5842806182,4.4375,1143.25,0,2,Africa,Developing,Low income
Singapore,2004,4121996.5,2.4E+11,3.4525,58074.75,0,15,Asia,Developing,High income
Slovak Republic,2004,5399834.25,94585461254,4.715,17516.25,6,63,Europe,Developed,High income
Slovenia,2004,1988200.75,56815111330,3.405,28575.5,4,78,Europe,Developed,High income
Solomon Islands,2004,441237,880557114.5,-2.0075,1995,0,2,Oceania,Developing,Lower middle income
Somalia,2004,9658429.25,6575188897,0.4525,680.5,0,2,Africa,Developing,Low income
South Africa,2004,46433249.5,4.92E+11,2.1825,10584.25,6,106,Africa,Developing,Upper middle income
South Korea,2004,48115028,1.25E+12,4.635,25912,30,248,Asia,Developing,High income
South Sudan,2004,6821258.75,23206738125,3.205,3397,0,0,Africa,Developing,Low income
Spain,2004,42285956,1.55E+12,1.75,36670,20,313,Europe,Developed,High income
Sri Lanka,2004,19146348,1.18E+11,2.6275,6176.5,0,7,Asia,Developing,Upper middle income
St. Kitts and Nevis,2004,45460.5,995753551.3,0.435,21908,0,0,Americas,Developing,High income
St. Lucia,2004,159981.75,2048187900,1.325,12799,0,0,Americas,Developing,Upper middle income
St. Vincent and the Grenadines,2004,108207.5,1042896500,4.79,9636.75,0,0,Americas,Developing,Upper middle income
Sudan,2004,29087642.25,72482012485,3.2175,2489.5,0,4,Africa,Developing,Lower middle income
Suriname,2004,485105,6212785872,4.215,12798.5,0,4,Americas,Developing,Upper middle income
Swaziland,2004,1020436.25,6025290787,2.7075,5903.5,0,3,Africa,Developing,Lower middle income
Sweden,2004,8940149.25,3.81E+11,2.225,42637.5,7,115,Europe,Developed,High income
Switzerland,2004,7247910.75,4.25E+11,0.3625,58632.25,5,94,Europe,Developed,High income
Syria,2004,17273556,1.44E+11,-2.02,8360.75,1,6,Asia,Developing,Low income
Tajikistan,2004,6487328,10013780001,8.5325,1540.75,0,9,Asia,Developing,Low income
Tanzania,2004,35859545.75,55617961980,3.95,1549,0,8,Africa,Developing,Low income
Thailand,2004,64288363.25,7.05E+11,4.9275,10956.75,8,39,Asia,Developing,Upper middle income
Timor-Leste,2004,935728,2253088571,-0.39,2411.75,0,0,Asia,Developing,Lower middle income
Togo,2004,5264502.5,6749493204,-0.05,1281.75,0,3,Africa,Developing,Low income
Tonga,2004,99327.5,533565065,1.55,5371.5,0,5,Oceania,Developing,Upper middle income
Trinidad and Tobago,2004,1280629,26010853960,8.1375,20299.5,1,19,Americas,Developing,High income
Tunisia,2004,9908184,77570833521,3.19,7826.25,0,54,Africa,Developing,Lower middle income
Turkey,2004,65609483,1.02E+12,2.57,15549.5,11,64,Asia,Developing,Upper middle income
Turkmenistan,2004,4633313.25,22461470395,2.175,4846.75,0,9,Asia,Developing,Upper middle income
Tuvalu,2004,9666.5,33207651.25,-0.0275,3435.75,0,0,Oceania,Developing,Upper middle income
Uganda,2004,25589520.5,34915376276,3.4925,1362.5,0,11,Africa,Developing,Low income
Ukraine,2004,47795408.25,4.34E+11,9.995,9086.75,22,239,Europe,Developed,Lower middle income
United Arab Emirates,2004,3640499.75,2.79E+11,3.6,76216.5,1,4,Asia,Developing,High income
United Kingdom,2004,59471190,2.4E+12,2.2675,40395.5,30,257,Europe,Developed,High income
United States,2004,288514383.5,1.48E+13,1.405,51335,101,520,Americas,Developed,High income
Uruguay,2004,3324166,40633074100,-1.4525,12223.5,0,15,Americas,Developing,High income
Uzbekistan,2004,25591598.25,77226833778,3.7025,3016,5,69,Asia,Developing,Lower middle income
Vanuatu,2004,196554.75,549533679,-2.5175,2796.75,0,2,Oceania,Developing,Lower middle income
Venezuela,2004,25323774,3.83E+11,0.06,15123,2,48,Americas,Developing,Upper middle income
Vietnam,2004,81910343.75,2.77E+11,5.71,3382.25,0,11,Asia,Developing,Lower middle income
Yemen,2004,18721787.5,92833208602,0.9325,4957,0,3,Asia,Developing,Low income
Zambia,2004,11117820.5,23798933787,3.2475,2138.25,0,6,Africa,Developing,Lower middle income
Zimbabwe,2004,11970082.25,35370447999,-7.835,2956.25,3,12,Africa,Developing,Lower middle income
Afghanistan,2008,26727538.75,37131079772,5.5175,1387,1,4,Asia,Developing,Low income
Albania,2008,3046626.75,27235503860,6.9375,8947,0,11,Europe,Developed,Upper middle income
Algeria,2008,33922076.75,3.61E+11,1.8,10636.75,2,56,Africa,Developing,Upper middle income
Andorra,2008,81602,3819615308,3.4875,46788,0,5,Europe,Developed,High income
Angola,2008,20546126.25,1.27E+11,22.215,6142.5,0,32,Africa,Developing,Lower middle income
Antigua and Barbuda,2008,83400,1840421405,5.5,22044.25,0,5,Americas,Developing,High income
Argentina,2008,39486815.5,8.47E+11,6.41,21432.75,6,132,Americas,Developing,Upper middle income
Armenia,2008,2944948.25,26516876169,12.81,9015,5,25,Asia,Developing,Upper middle income
Australia,2008,20738368.75,9.05E+11,1.985,43620.75,46,429,Oceania,Developed,High income
Austria,2008,8298564.25,4.28E+11,2.255,51580,3,66,Europe,Developed,High income
Azerbaijan,2008,8678717.25,90584649612,23,10411.25,6,44,Asia,Developing,Upper middle income
Bahamas,2008,334236.75,13374225832,-0.6175,40026.25,2,25,Americas,Developing,High income
Bahrain,2008,999537.25,46901780379,-0.6625,46953.25,0,14,Asia,Developing,High income
Bangladesh,2008,141730301,3.5E+11,5.1925,2468.75,0,5,Asia,Developing,Lower middle income
Barbados,2008,278110.5,4604381536,2.755,16554,0,8,Americas,Developing,High income
Belarus,2008,9503084,1.32E+11,10.1275,13878.75,14,175,Europe,Developed,Upper middle income
Belgium,2008,10660677.25,5.1E+11,1.555,47793.25,2,94,Europe,Developed,High income
Belize,2008,295247.25,2164619417,0.055,7331.25,0,4,Americas,Developing,Upper middle income
Benin,2008,8337705.25,22135800108,1.1775,2653,0,5,Africa,Developing,Low income
Bhutan,2008,660658,4127368602,8.005,6239.5,0,2,Asia,Developing,Lower middle income
Bolivia,2008,9476911.25,57154774243,3.175,6026.75,0,7,Americas,Developing,Lower middle income
Bosnia and Herzegovina,2008,3761951.5,38383129304,6.4375,10203.5,0,5,Europe,Developed,Upper middle income
Botswana,2008,1856520.5,25287675482,4.7025,13602.25,0,11,Africa,Developing,Upper middle income
Brazil,2008,189113817,2.51E+12,3.47,13287.75,17,260,Americas,Developing,Upper middle income
Brunei,2008,372439.75,26212084026,-0.6025,70384.5,0,0,Asia,Developing,High income
Bulgaria,2008,7604685.75,1.22E+11,7.4375,16078,5,70,Europe,Developed,Upper middle income
Burkina Faso,2008,14048215.5,22233236983,3.07,1581.5,0,6,Africa,Developing,Low income
Burundi,2008,7740259.25,6306185477,0.33,814.5,0,3,Africa,Developing,Low income
Cambodia,2008,13578712,36485115008,6.0275,2684.75,0,4,Asia,Developing,Lower middle income
Cameroon,2008,18485010.5,56094392775,0.675,3033.25,1,32,Africa,Developing,Lower middle income
Canada,2008,32742435,1.45E+12,3.2225,44386.25,20,332,Americas,Developed,High income
Central African Republic,2008,4156956.75,4418901461,1.14,1062.5,0,3,Africa,Developing,Low income
Chad,2008,10638843,16815736972,2.455,1581.25,0,2,Africa,Developing,Low income
Chile,2008,16443919,3.28E+11,4.0175,19918.5,1,26,Americas,Developing,High income
China,2008,1342187099,8.57E+12,11.39,6380.75,100,566,Asia,Developing,Upper middle income
Colombia,2008,43460279,4.71E+11,4.07,10834.25,3,67,Americas,Developing,Upper middle income
Comoros,2008,634225.75,1781233678,0.145,2808.75,0,3,Africa,Developing,Lower middle income
Costa Rica,2008,4374668.5,66333533501,4.54,15149.75,0,8,Americas,Developing,Upper middle income
Croatia,2008,4365978.5,1.1E+11,4.035,25248.75,5,99,Europe,Developed,High income
Cuba,2008,11252729.75,70435848636,7.2125,6260,30,154,Americas,Developing,Upper middle income
Cyprus,2008,1054610.25,41321435339,2.5725,39162.25,0,17,Asia,Developed,High income
Czech Republic,2008,10334894,3.4E+11,4.9325,32923.25,7,131,Europe,Developed,High income
Denmark,2008,5458411.25,2.89E+11,1.25,53008.25,7,80,Europe,Developed,High income
Djibouti,2008,799904.75,2629518995,4.9825,3284.25,0,2,Africa,Developing,Lower middle income
Dominica,2008,70731,780267158,4.535,11030.75,0,2,Americas,Developing,Upper middle income
Dominican Republic,2008,9278219.5,1.05E+11,5.9075,11278.75,2,24,Americas,Developing,Upper middle income
Ecuador,2008,14179378,1.39E+11,2.8275,9831,1,25,Americas,Developing,Upper middle income
Egypt,2008,77566362.75,7.04E+11,4.5175,9062.5,2,100,Africa,Developing,Lower middle income
El Salvador,2008,6092274,43623922269,2.415,7159.75,0,11,Americas,Developing,Lower middle income
Equatorial Guinea,2008,804136.5,29019453695,9.0125,35913.75,0,3,Africa,Developing,Upper middle income
Eritrea,2008,2951046,7049051591,-4.5825,2393,0,10,Africa,Developing,Low income
Estonia,2008,1347346.25,39051883593,5.9325,28991,2,47,Europe,Developed,High income
Ethiopia,2008,79606523.5,77561076317,8.1925,971.75,7,27,Africa,Developing,Low income
Fiji,2008,832754,8861685588,-0.145,10642,0,6,Oceania,Developing,Upper middle income
Finland,2008,5288404,2.5E+11,2.8075,47208.5,4,57,Europe,Developed,High income
France,2008,61676872,2.63E+12,1.0325,42669.75,43,308,Europe,Developed,High income
Gabon,2008,1452949.25,21908400325,-2.2075,15092.25,0,4,Africa,Developing,Upper middle income
Gambia,2008,1616080.75,3513570860,-1.4325,2174.25,0,3,Africa,Developing,Low income
Georgia,2008,4177347,35313531103,9.0575,8458.5,7,35,Asia,Developing,Upper middle income
Germany,2008,81354640.25,3.76E+12,2.245,46171.75,41,412,Europe,Developed,High income
Ghana,2008,22680370.75,73975575643,3.7625,3258.25,0,9,Africa,Developing,Lower middle income
Greece,2008,11142678.5,4.13E+11,2.0125,37030.5,3,148,Europe,Developed,High income
Grenada,2008,105059,1493793785,3.8125,14218.25,0,9,Americas,Developing,Upper middle income
Guatemala,2008,13549949,96135747779,2.485,7089,0,12,Americas,Developing,Upper middle income
Guinea,2008,9418490.25,17236330975,1.5425,1829,0,5,Africa,Developing,Low income
Guinea-Bissau,2008,1395248.5,2352240207,0.7925,1685.75,0,0,Africa,Developing,Low income
Guyana,2008,746445.75,6426095977,2.9925,8608.75,0,4,Americas,Developing,Upper middle income
Haiti,2008,9420494.75,25337687064,1.71,2688.75,0,7,Americas,Developing,Low income
Honduras,2008,7720688,37104654364,3.3675,4801.5,0,25,Americas,Developing,Lower middle income
Hungary,2008,10039406,2.54E+11,2.57,25331.5,10,170,Europe,Developed,High income
Iceland,2008,302684.75,15106075401,3.5525,49869.75,1,27,Europe,Developed,High income
India,2008,1174243862,4.13E+12,5.0675,3513.5,3,53,Asia,Developing,Lower middle income
Indonesia,2008,230862931,1.65E+12,4.4925,7162.5,6,16,Asia,Developing,Lower middle income
Iran,2008,70943546.25,9.05E+11,2.985,12748.25,2,54,Asia,Developing,Upper middle income
Iraq,2008,27666846,2.25E+11,5.5375,8132.25,0,4,Asia,Developing,Upper middle income
Ireland,2008,4278089.25,2.46E+11,0.4025,57555.75,3,55,Europe,Developed,High income
Israel,2008,6769522.75,2.24E+11,2.725,33004.5,1,43,Asia,Developed,High income
Italy,2008,58623451.5,2.63E+12,0.2925,44932.75,27,332,Europe,Developed,High income
Jamaica,2008,2761128,27905843234,0.5825,10106.25,11,50,Americas,Developing,Upper middle income
Japan,2008,128445387.3,4.9E+12,0.8525,38171,25,324,Asia,Developed,High income
Jordan,2008,6142237.25,68670725941,3.655,11160.5,0,7,Asia,Developing,Upper middle income
Kazakhstan,2008,15629576,2.9E+11,6.995,18512.25,9,130,Asia,Developing,Upper middle income
Kenya,2008,38192963.5,1.19E+11,2.015,3113.25,16,46,Africa,Developing,Lower middle income
Kiribati,2008,95487.75,199533871.5,-0.9725,2091,0,2,Oceania,Developing,Lower middle income
Kuwait,2008,2450973.25,1.82E+11,1.7825,74246,0,8,Asia,Developing,High income
Kyrgyz Republic,2008,5159768,19501778053,3.8975,3776.5,3,20,Asia,Developing,Lower middle income
Latvia,2008,2211599,51520414382,8.3925,23320,3,47,Europe,Developed,High income
Lebanon,2008,4747653.25,72655930383,4.595,15299.75,0,6,Asia,Developing,Upper middle income
Lesotho,2008,1990026,4062051656,5.0625,2041.25,0,5,Africa,Developing,Lower middle income
